individual	chr19:3933697:3936546:cluster59752	chr19:3933697:3936575:cluster59752	chr19:3933820:3936575:cluster59752	chr19:3936665:3937225:cluster59752	chr19:3936665:3937240:cluster59752	chr19:3936978:3937240:cluster59752	chr19:3937288:3938565:cluster59752	chr19:3937288:3938603:cluster59752	chr19:3938759:3939900:cluster59752	chr19:3938759:3941071:cluster59752	chr19:3938759:3942083:cluster59752	chr19:3938806:3939900:cluster59752	chr19:3938806:3941071:cluster59752	chr19:3939971:3941071:cluster59752	chr19:3939971:3942083:cluster59752	chr19:3941173:3942083:cluster59752	chr19:3941177:3942083:cluster59752	chr19:3941918:3942083:cluster59752
GTEX-1R7EU	0	261	1	7	330	0	0	328	387	43	5	6	0	334	15	4	307	0
GTEX-U3ZM	0	151	0	1	212	0	0	229	193	16	6	3	0	202	8	1	195	0
GTEX-1A8G6	0	372	4	6	492	1	0	480	435	49	1	2	1	448	21	1	387	0
GTEX-WFON	1	3035	18	84	3293	3	5	3198	3400	283	39	6	0	3643	164	43	3395	16
GTEX-15SHV	1	2349	10	51	2527	1	1	2367	2075	368	15	15	0	2100	96	15	2151	4
GTEX-13PLJ	0	709	0	14	705	1	0	830	835	138	10	2	0	847	38	17	928	0
GTEX-18465	0	1019	2	36	1270	2	1	1147	1307	90	11	9	0	1171	43	11	1121	0
GTEX-1128S	0	396	0	11	354	1	2	394	387	37	1	6	0	372	17	5	381	0
GTEX-1QP66	0	156	1	4	159	0	0	151	162	27	5	4	0	154	9	0	160	0
GTEX-1GZHY	0	565	0	15	634	0	0	568	661	64	1	3	0	619	13	4	532	0
GTEX-147JS	0	650	5	10	685	2	1	641	624	75	6	2	0	614	23	3	574	1
GTEX-QCQG	0	1892	10	51	2254	1	2	2177	2312	313	39	8	0	1984	177	25	1957	3
GTEX-144GL	0	1065	1	18	1049	0	0	989	978	118	11	1	1	957	22	4	900	3
GTEX-14PJ6	0	160	0	1	198	0	0	175	174	35	1	0	0	167	6	2	185	0
GTEX-1MCQQ	1	607	2	7	746	0	2	742	835	99	9	2	0	712	13	14	724	2
GTEX-1GF9U	0	3776	28	73	5022	4	6	4360	4918	498	79	23	3	4307	232	25	3862	7
GTEX-1CB4E	0	866	4	20	1059	0	0	1098	1058	114	16	9	1	1052	40	16	955	6
GTEX-OXRL	0	240	0	5	248	0	0	254	268	28	5	4	0	275	21	0	236	0
GTEX-11NSD	0	443	3	9	443	0	0	419	403	66	5	4	0	442	21	6	407	0
GTEX-117XS	0	666	3	11	672	1	0	665	607	87	4	3	0	571	25	5	580	0
GTEX-1EH9U	0	623	4	27	698	0	1	676	660	148	7	2	0	609	35	23	622	3
GTEX-1MA7W	0	1654	22	41	1812	0	7	1746	1823	222	34	15	3	1848	107	26	1765	2
GTEX-U8XE	0	624	5	16	756	0	0	784	677	95	26	5	2	634	63	8	702	0
GTEX-1BAJH	0	1026	7	24	1063	1	0	1021	1090	125	13	5	0	1072	54	11	937	0
GTEX-ZVZP	0	288	0	14	296	0	0	278	281	48	2	5	0	247	27	3	260	0
GTEX-11ONC	0	37	0	0	45	0	0	46	42	7	0	0	0	48	1	1	45	0
GTEX-WY7C	0	3335	19	81	3744	2	5	3999	3769	368	68	36	2	3960	359	56	3872	3
GTEX-14LLW	0	195	0	3	210	0	0	184	199	31	2	4	0	172	8	0	191	0
GTEX-VUSG	0	115	0	3	139	0	0	158	141	27	0	1	0	146	9	0	141	0
GTEX-13QIC	0	234	1	7	288	0	0	293	312	34	3	0	0	308	11	2	325	0
GTEX-12WSL	0	702	5	9	744	0	0	687	587	134	19	0	1	608	23	5	616	0
GTEX-12KS4	0	697	1	9	787	0	2	783	726	74	6	3	0	717	28	11	697	4
GTEX-11I78	0	1429	4	39	1478	1	2	1386	1284	198	34	9	1	1287	62	4	1216	0
GTEX-1GMR8	0	261	0	7	263	0	0	244	272	35	1	0	0	291	16	1	277	2
GTEX-1GPI6	0	478	3	3	595	0	0	572	578	75	4	3	0	577	14	8	510	1
GTEX-Z93S	0	157	0	3	184	0	0	182	200	27	2	1	0	184	8	1	158	0
GTEX-1GN1U	0	82	0	3	97	0	0	89	91	15	0	1	0	75	8	0	86	0
GTEX-111YS	0	1179	7	24	1180	1	1	1192	1004	121	15	6	0	1040	53	4	994	0
GTEX-13111	0	426	3	7	376	0	0	380	327	57	2	3	1	362	18	5	349	1
GTEX-14H4A	0	1515	7	37	1606	0	0	1498	1459	175	19	9	0	1424	73	15	1359	0
GTEX-139TS	0	1193	5	18	1246	0	2	1193	1208	134	6	6	0	1266	44	5	1119	2
GTEX-14PK6	0	340	0	6	322	0	1	314	311	39	4	1	0	322	9	2	299	0
GTEX-1O9I2	0	620	0	22	758	0	1	674	741	62	2	4	0	790	17	9	743	0
GTEX-1CAMQ	0	29	0	1	27	0	0	29	31	7	1	0	0	39	4	0	39	0
GTEX-144FL	0	1258	1	38	1493	0	3	1383	1399	113	13	19	1	1265	68	14	1181	3
GTEX-13QJ3	0	242	0	2	240	0	0	227	190	43	5	4	0	195	15	1	194	0
GTEX-ZYFD	0	1027	5	20	1014	0	0	1006	957	77	3	9	1	922	46	1	862	1
GTEX-14JG1	2	3352	14	75	3703	0	0	3189	3188	424	19	6	2	3255	86	26	2896	2
GTEX-1PIIG	0	357	1	7	433	0	0	393	477	50	4	0	0	411	16	5	420	0
GTEX-ZVE1	0	138	2	3	170	0	0	167	135	27	2	4	1	130	10	0	148	0
GTEX-17JCI	0	664	0	10	741	0	0	701	760	86	2	0	0	728	22	2	635	0
GTEX-1JJ6O	0	78	0	2	104	0	0	115	97	17	2	0	0	81	5	2	82	0
GTEX-WRHU	1	1235	6	23	1370	0	0	1370	1382	137	9	0	0	1491	50	10	1441	5
GTEX-Y8LW	0	1268	8	31	1248	3	2	1469	1386	157	25	11	4	1421	73	9	1278	4
GTEX-13OVG	0	494	4	9	490	0	0	482	489	71	4	3	0	489	19	7	494	3
GTEX-12ZZX	0	1382	10	32	1273	0	0	1264	1314	161	12	5	0	1249	32	15	1191	0
GTEX-YECK	0	2086	15	45	2473	1	0	2439	2748	505	45	2	2	2653	100	20	2755	4
GTEX-WHSE	0	1712	2	43	1621	0	1	1574	1483	176	15	7	1	1441	56	6	1467	1
GTEX-OIZF	0	205	0	3	180	0	0	182	238	26	3	3	0	245	9	3	213	0
GTEX-1GN2E	0	670	1	12	725	0	1	731	785	64	4	0	0	743	32	3	699	0
GTEX-ZZPU	1	814	2	19	850	1	0	742	700	139	10	2	2	690	38	5	727	2
GTEX-14E6E	0	2407	14	45	2391	1	1	2172	2213	255	22	23	1	2193	101	9	2007	5
GTEX-13D11	0	518	1	6	483	0	0	469	483	62	14	3	0	467	34	4	428	0
GTEX-ZP4G	0	377	3	7	374	0	2	341	370	54	16	2	0	372	27	0	416	0
GTEX-ZGAY	0	132	0	3	170	0	1	146	164	27	3	1	0	157	6	2	132	0
GTEX-14C39	0	425	2	10	410	0	0	435	419	48	3	1	1	397	16	5	358	0
GTEX-1B8SF	0	1372	12	21	1637	0	1	1673	1728	131	19	12	5	1566	149	7	1518	0
GTEX-17EVP	0	619	4	9	662	0	0	620	662	60	2	1	0	685	31	0	571	0
GTEX-147GR	0	581	1	8	551	0	0	550	628	59	9	5	0	640	45	2	606	0
GTEX-11P81	0	1057	5	26	1123	0	1	1069	1175	82	16	14	0	1138	63	19	1085	0
GTEX-13CF3	0	1263	13	26	1113	0	2	1157	1086	175	12	17	2	1212	41	6	1181	1
GTEX-ZVT4	0	813	4	13	987	0	0	988	915	164	8	3	2	989	40	10	928	0
GTEX-1R9K5	0	327	2	7	390	0	0	391	326	63	11	2	0	313	26	4	315	0
GTEX-12WSF	0	802	4	13	1096	0	0	1045	967	170	7	1	0	983	35	7	1098	3
GTEX-12584	0	408	2	15	444	1	1	410	424	65	4	2	0	425	13	7	424	3
GTEX-15DCD	0	395	3	7	409	0	0	379	425	46	5	6	0	411	33	4	378	0
GTEX-SE5C	0	445	3	15	534	0	0	621	628	72	14	8	0	668	45	5	641	0
GTEX-QESD	0	785	2	18	821	0	0	682	722	81	3	4	1	729	17	9	762	0
GTEX-1399S	0	251	1	11	228	0	0	233	220	22	3	1	2	247	17	2	216	0
GTEX-11O72	0	122	2	3	153	0	0	127	138	24	0	2	1	131	6	1	129	0
GTEX-P4QT	0	8	0	1	9	0	0	7	9	0	0	0	0	5	1	0	4	0
GTEX-13X6K	0	533	0	10	612	0	1	559	574	55	1	0	0	561	16	5	552	0
GTEX-1A8G7	0	219	0	2	248	0	0	222	245	27	4	0	0	213	11	4	222	0
GTEX-1B932	0	160	0	1	188	0	1	171	185	41	1	2	1	173	12	3	172	0
GTEX-QDVJ	0	289	0	10	299	0	0	280	289	25	5	3	0	289	20	2	292	0
GTEX-1EX96	0	1746	8	30	2004	0	0	1893	2004	235	19	10	0	1717	123	14	1580	0
GTEX-14DAQ	0	741	3	13	799	0	0	665	746	50	1	5	0	685	38	4	659	0
GTEX-ZEX8	0	413	1	7	459	1	0	421	486	42	6	6	1	469	32	8	408	0
GTEX-WL46	0	2135	7	33	2360	0	0	2327	2319	397	35	3	2	2522	121	23	2581	3
GTEX-15RIE	0	592	2	13	721	1	1	728	807	76	5	4	0	738	26	6	652	3
GTEX-1GF9V	0	1557	14	21	1763	0	1	1584	1670	153	1	11	3	1651	58	7	1350	3
GTEX-1RAZQ	0	1196	7	34	1321	2	1	1277	1256	155	33	24	0	1123	132	26	1137	3
GTEX-12WSN	0	954	4	13	952	1	3	933	849	137	8	3	2	927	28	5	855	0
GTEX-PX3G	0	11	0	0	7	0	0	16	12	0	0	0	0	11	0	0	10	0
GTEX-1R7EV	1	735	3	9	977	1	3	969	1069	88	7	16	0	1047	68	14	930	0
GTEX-146FH	1	1053	5	25	1140	0	3	1093	1009	150	12	2	0	904	60	17	857	4
GTEX-U3ZH	0	111	0	0	103	0	0	137	139	21	2	2	0	135	12	1	128	0
GTEX-YFC4	0	2154	6	37	2094	1	3	1829	1933	231	7	4	3	1924	47	12	1753	0
GTEX-1JKYR	0	1085	0	32	1481	0	2	1346	1401	188	16	3	0	1356	38	38	1235	0
GTEX-14BIM	0	915	5	32	1155	1	0	1178	1195	125	4	9	0	1206	27	7	1171	3
GTEX-17F98	1	555	1	16	614	3	0	649	618	70	13	12	0	532	50	7	519	0
GTEX-Y5V6	0	1583	1	51	1735	1	1	1734	1568	245	24	11	2	1603	85	20	1460	6
GTEX-111CU	0	968	5	20	937	0	1	917	838	164	21	8	0	905	58	6	888	7
GTEX-PW2O	0	119	0	4	139	0	0	158	172	23	1	0	0	146	8	0	164	0
GTEX-ZF29	0	377	4	15	414	1	0	402	443	53	5	1	1	424	18	7	363	0
GTEX-15UKP	0	701	0	21	742	1	3	731	806	55	5	13	1	829	48	7	797	0
GTEX-1CB4J	0	298	5	3	323	1	1	309	331	44	0	3	0	290	11	9	307	0
GTEX-17F97	0	1180	2	39	1435	1	1	1470	1615	214	20	8	0	1537	64	11	1541	4
GTEX-13NZB	0	430	1	4	447	0	0	436	432	52	2	2	0	446	24	4	371	0
GTEX-PSDG	1	1227	2	36	1453	1	2	1310	1242	162	20	9	2	1213	41	6	1158	4
GTEX-13PVQ	0	1160	6	21	1129	0	2	1118	994	125	12	2	0	1064	33	9	980	1
GTEX-17HHY	0	757	5	17	993	0	1	901	1012	128	9	2	0	982	27	13	938	1
GTEX-13O3P	0	410	2	7	446	0	0	430	401	48	3	2	2	426	13	2	308	0
GTEX-Z9EW	1	1700	6	47	1965	2	2	1827	1574	324	38	9	2	1623	77	12	1575	6
GTEX-ZVT3	0	1195	8	21	1094	0	0	1126	1138	91	8	4	0	1146	31	4	1083	2
GTEX-OXRN	0	76	0	0	102	0	0	101	80	6	1	0	0	77	2	1	76	0
GTEX-1QP28	0	476	5	15	572	0	1	563	578	55	14	18	1	578	47	4	537	0
GTEX-XV7Q	0	235	0	6	280	0	3	278	292	34	4	5	0	292	10	3	303	0
GTEX-13OW7	0	518	3	10	466	0	0	483	466	69	5	2	0	431	20	2	489	0
